G1GMP-2403-MONOMER	G1GMP-2403	Q8EDX4	uridine kinase Udk	Udk
G1GMP-2831-MONOMER	G1GMP-2831	Q8ECS3	Sigma54 specific transcriptional regulator Fis family	
G1GMP-3209-MONOMER	G1GMP-3209	Q8EBR2	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase IspD	IspD
G1GMP-779-MONOMER	G1GMP-779	Q8EIK4	putative periplasmic peptidase C15 superfamily	
G1GMP-646-MONOMER	G1GMP-646	Q8EIZ3	Mu phage uncharacterized protein	
G1GMP-83-MONOMER	G1GMP-83	Q8EKL0	transcriptional activator of benzoate metabolism	
G1GMP-2222-MONOMER	G1GMP-2222	Q8EEF0	DNA-binding regulatory protein YebC	YebC
G1GMP-2083-MONOMER	G1GMP-2083	Q8EET6	drug:H+ antiporter DHA1 family	
G1GMP-2638-MONOMER	G1GMP-2638	Q8EDA7	exonuclease	
G1GMP-1766-MONOMER	G1GMP-1766	Q8EFQ4	extracellular serine protease subtilase family	
G1GMP-2521-MONOMER	G1GMP-2521	Q8EDK4	proline-responsive two component signal transduction system hybrid histidine kinase/resposne regulator PrlS	PrlS
G1GMP-4253-MONOMER	G1GMP-4253	Q8E8Q8	bifunctional transcriptional repressor of SOS-response/self-cleaving protease LexA	LexA
G1GMP-3375-MONOMER	G1GMP-3375	Q8EBA7	flavocytochrome c heme submit	
G1GMP-4453-MONOMER	G1GMP-4453	Q0KHM9	hypothetical protein	
G1GMP-1601-MONOMER	G1GMP-1601	Q8EG62	membrane protein of unknown function DUF3624	
G1GMP-1476-MONOMER	G1GMP-1476	Q8EGJ4	NADPH-dependent preQ0 reductase QueF	QueF
G1GMP-530-MONOMER	G1GMP-530	Q8EJA8	MaoC domain protein	
G1GMP-2699-MONOMER	G1GMP-2699	Q8ED44	putative ABC-type fatty acid export system permease component YbbP	YbbP
G1GMP-1089-MONOMER	G1GMP-1089	Q8EHN4	GTP-binding and nucleic acid-binding protein YchF	YchF
G1GMP-2223-MONOMER	G1GMP-2223	Q8EEE9	aspartyl-tRNA synthetase AspS	AspS
G1GMP-2952-MONOMER	G1GMP-2952	Q8ECG9	NAD-dependent epimerase/dehydratase family protein	
G1GMP-3510-MONOMER	G1GMP-3510	Q8EAW2	ABC-type cysteine/glutathione export system bifunctional ATPase and permease component CydC	CydC
G1GMP-2224-MONOMER	G1GMP-2224	Q8EEE8	bifunctional periplasmic substrate binding protein/cytoplasmic diguanylate cyclase	
G1GMP-1559-MONOMER	G1GMP-1559	Q8EGA8	protein of unknown function DUF1568	
G1GMP-3640-MONOMER	G1GMP-3640	Q8EAI0	formate dehydrogenase cytochrome b Fdh	Fdh
G1GMP-3763-MONOMER	G1GMP-3763	Q8EA40	SAM-dependent methyltransferase type 11	
G1GMP-3075-MONOMER	G1GMP-3075	Q8EC43	flavocytochrome c flavin subunit	
G1GMP-916-MONOMER	G1GMP-916	Q8EI63	chromate efflux pump	
G1GMP-1953-MONOMER	G1GMP-1953	Q8EF64	chemotaxis signal transduction system methyl accepting sensory transducer	
G1GMP-284-MONOMER	G1GMP-284	Q8EK12	tryptophanyl-tRNA synthetase TrpS	TrpS
G1GMP-12-MONOMER	G1GMP-12	Q8EKS8	glutathione S-transferase family protein	
G1GMP-1219-MONOMER	G1GMP-1219	Q8EHA9	membrane protein of unknown function DUF2721	
G1GMP-2760-MONOMER	G1GMP-2760	Q8ECY6	Lambda phage replication protein O	
G1GMP-488-MONOMER	G1GMP-488	Q8EJF2	DUF3012 domain-containing lipoprotein	
G1GMP-1337-MONOMER	G1GMP-1337	Q8EGZ3	toxin module of toxin-antitoxin system RelE/StbE family	
G1GMP-1521-MONOMER	G1GMP-1521	Q8EGF2	hydrolase PHP family	
G1GMP-4003-MONOMER	G1GMP-4003	K4PSX5	RND-type multidrug/detergent efflux system permease component VexA	VexA
G1GMP-780-MONOMER	G1GMP-780	Q8EIK2	class D carbapenem-hydrolyzing beta-lactamase BlaA	BlaA
G1GMP-648-MONOMER	G1GMP-648	Q7CCS5	ISSod1 transposase TnpA_ISSod1	TnpA
G1GMP-2832-MONOMER	G1GMP-2832	Q8ECS2	outer membrane porin	
G1GMP-4115-MONOMER	G1GMP-4115	Q8E938	COG3296 family membrane protein	
G1GMP-211-MONOMER	G1GMP-211	Q8EK76	50S ribosomal protein L10 RplJ	RplJ
G1GMP-3210-MONOMER	G1GMP-3210	Q8EBR1	cell division protein FtsB	FtsB
G1GMP-1828-MONOMER	G1GMP-1828	Q8EFJ2	ribose phosphate pyrophosphokinase NadR	NadR
G1GMP-1684-MONOMER	G1GMP-1684	Q8CM19	ISSod7 transposase TnpA_ISSod7	TnpA
G1GMP-2018-MONOMER	G1GMP-2018	Q8EF03	transcriptional regulator HdfR	HdtR
G1GMP-3906-MONOMER	G1GMP-3906	Q8E9N8	hypothetical protein	
G1GMP-3838-MONOMER	G1GMP-3838	Q8E9V5	thiosulfate/tetrathionate-responsive two component signal transduction system response regulator TtrR	TtrR
G1GMP-2225-MONOMER	G1GMP-2225	Q8EEE7	tRNA (uridine-5-oxyacetic acid methyl ester) 34 synthase CmoA	CmoA
G1GMP-419-MONOMER	G1GMP-419	Q8EJM5	oxidoreductase short chain dehydrogenase/reductase family	
G1GMP-4560-MONOMER	G1GMP-4560	Q0KHM3	hypothetical protein	
G1GMP-4454-MONOMER	G1GMP-4454	Q0KHM8	bacteriocin-like peptide	
G1GMP-354-MONOMER	G1GMP-354	Q8EJT8	transcriptional regulator LysR family	
G1GMP-2522-MONOMER	G1GMP-2522	Q8EDK3	acetyl-coenzyme A synthetase AcsA	Acs
G1GMP-3377-MONOMER	G1GMP-3377	Q8CLZ2	ISSod3 transposase TnpA_ISSod3	TnpA
G1GMP-2226-MONOMER	G1GMP-2226	Q8EEE6	tRNA (5-methoxyuridine) 34 synthase CmoD	CmoB
G1GMP-1899-MONOMER	G1GMP-1899	Q8EFB8	tyrosine transporter TyrP	TyrP
G1GMP-4116-MONOMER	G1GMP-4116	Q8E937	MoCo-dependent hydroxylamine resistance protein YiiM	YiiM
G1GMP-1399-MONOMER	G1GMP-1399	Q8EGS9	lipoprotein of unknown function DUF2846	
G1GMP-1097-MONOMER	G1GMP-1097	Q8EHN2	hypothetical protein	
G1GMP-1864-MONOMER	G1GMP-1864	Q8EFF1	hypothetical protein	
G1GMP-2227-MONOMER	G1GMP-2227	Q8EEE5	Zn-dependent oligopeptidase	
G1GMP-3511-MONOMER	G1GMP-3511	Q8EAW1	ABC-type cysteine/glutathione export system bifunctional ATPase and permease components CydD	CydD
G1GMP-2953-MONOMER	G1GMP-2953	Q8ECG8	O-antigen biosynthesis glycosyl transferase family 4	
G1GMP-917-MONOMER	G1GMP-917	Q8EI62	methyl accepting sensory transducer with Cache_2 small molecule binding domain	
G1GMP-1006-MONOMER	G1GMP-1006	Q8EHW7	hypothetical protein	
G1GMP-1637-MONOMER	G1GMP-1637	Q8EG24	UDP-23-diacylglucosamine hydrolase LpxH	LpxH
G1GMP-3641-MONOMER	G1GMP-3641	Q8EAH9	[FeFe] hydrogenase H-cluster radical SAM maturase HydG	HydG
G1GMP-3076-MONOMER	G1GMP-3076	Q8EC42	extracellular peptidase family S8A	
G1GMP-649-MONOMER	G1GMP-649	Q8EIZ0	Mu phage uncharacterized protein	
G1GMP-781-MONOMER	G1GMP-781	Q8EIK0	transcriptional regulator LysR family	
G1GMP-3764-MONOMER	G1GMP-3764	Q8EA39	periplasmic protein associated with oxidative stress YggE	YggE
G1GMP-457-MONOMER	G1GMP-457	Q8EJI4	cytochrome c maturation system peptidyl-prolyl cis-trans isomerase SirI	SirI
G1GMP-2228-MONOMER	G1GMP-2228	Q8EEE4	transcriptional regulator LysR family	
G1GMP-4004-MONOMER	G1GMP-4004	Q8E9F5	protein of unknown function DUF526	
G1GMP-2084-MONOMER	G1GMP-2084	Q8EET5	predicted Ca-binding lipoprotein	
G1GMP-84-MONOMER	G1GMP-84	Q8EKK9	carboxymuconolactone decarboxylase family protein	
G1GMP-2833-MONOMER	G1GMP-2833	Q8ECS1	DNA topoisomerase III TopB	TopB
G1GMP-3211-MONOMER	G1GMP-3211	Q8EBR0	enolase Eno	Eno
G1GMP-4561-MONOMER	G1GMP-4561		hypothetical protein	
G1GMP-1443-MONOMER	G1GMP-1443	Q8EGN4	acteyltransferase GNAT family	
G1GMP-3378-MONOMER	G1GMP-3378	Q8EBA4	transcriptional repressor of flavocytochrome c TetR family	
G1GMP-4455-MONOMER	G1GMP-4455	Q0KHM7	bacteriocin-like peptide	
G1GMP-2229-MONOMER	G1GMP-2229	Q8EEE3	serine rich protein	
G1GMP-1220-MONOMER	G1GMP-1220	Q8EHA8	adenosylcobinamide-phosphate synthase CobD	CobD
G1GMP-1731-MONOMER	G1GMP-1731	Q8CMJ3	ISSod4 transposase TnpA_ISSod4	TnpA
G1GMP-2639-MONOMER	G1GMP-2639	Q8EDA6	putative nucleotidyltransferase DUF294	
G1GMP-2523-MONOMER	G1GMP-2523	Q8EDK2	helicase	
G1GMP-4254-MONOMER	G1GMP-4254	Q8E8Q7	UV induced cell division inhibitor SulA	SulA
G1GMP-13-MONOMER	G1GMP-13	Q8EKS7	metal-dependent phosphohydrolase	
G1GMP-1098-MONOMER	G1GMP-1098	Q8EHN1	inner membrane protein with PepSY TM helix	
G1GMP-2230-MONOMER	G1GMP-2230	K4PW09	protein with c-terminal DUF1078 domain	
G1GMP-4117-MONOMER	G1GMP-4117	Q8E936	diguanylate cyclase	
G1GMP-918-MONOMER	G1GMP-918	Q8EI61	molybdopterin-binding oxidoreductase	
G1GMP-285-MONOMER	G1GMP-285	Q8EK11	transcriptional regulator LysR family	
G1GMP-4320-MONOMER	G1GMP-4320	Q8E8J1	L-threonine 3-dehydrogenase Tdh	Tdh
G1GMP-531-MONOMER	G1GMP-531	Q8EJA7	formate--tetrahydrofolate ligase Fhs	Fhs
G1GMP-2700-MONOMER	G1GMP-2700	Q8ED43	putative ABC-type fatty acid export system ATPase component YbbA	YbbA
G1GMP-942-MONOMER	G1GMP-942	Q8EI34	NADH-ubiquinone oxidoreductase subunit G NuoG	NuoG
G1GMP-3512-MONOMER	G1GMP-3512	Q8EAW0	major pilin structural protein V10-like protein	
G1GMP-2954-MONOMER	G1GMP-2954	Q8ECG7	asparagine synthase glutamine-hydrolyzing WbpQ	WbpQ
G1GMP-1522-MONOMER	G1GMP-1522	Q8EGF1	dTDP-4-dehydrorhamnose reductase family	
G1GMP-782-MONOMER	G1GMP-782	Q8EIJ9	acetyl-CoA carboxylase multifunctional enzyme AccADCB	
G1GMP-3272-MONOMER	G1GMP-3272	Q8CVD2	beta-N-acetylhexosaminidase HexB	HexB
G1GMP-1562-MONOMER	G1GMP-1562	Q8EGA7	autocatalytic aspartic peptidase	
G1GMP-3642-MONOMER	G1GMP-3642	Q8EAH8	Fe hydrogenase assembly protein HydX	HydX
G1GMP-3077-MONOMER	G1GMP-3077	Q8EC41	cell surface protein	
G1GMP-212-MONOMER	G1GMP-212	Q8EK75	50S ribosomal protein L7/L12 RplL	RplL
G1GMP-1338-MONOMER	G1GMP-1338	Q8EGZ2	transcriptional regulator CopG family	
G1GMP-3765-MONOMER	G1GMP-3765	Q8EA37	ribosomal protein S12 methylthiotransferase RimO	RimO
G1GMP-2761-MONOMER	G1GMP-2761	Q8ECY5	Lambda phage uncharacterized protein	
G1GMP-4005-MONOMER	G1GMP-4005	Q8E9F4	hypothetical protein	
G1GMP-2231-MONOMER	G1GMP-2231	Q8EEE2	thiazole biosynthesis protein ThiH	ThiH
G1GMP-2834-MONOMER	G1GMP-2834	Q8ECS0	predicted inner membrane protein	
G1GMP-3212-MONOMER	G1GMP-3212	Q8EBQ9	CTP synthase PyrG	PyrG
G1GMP-1791-MONOMER	G1GMP-1791	Q8EFM8	cyclic di-GMP hydrolase	
G1GMP-4456-MONOMER	G1GMP-4456	Q8E874	toxin secretion ABC transporter, ATP-binding subunit/permease protein, putative	
G1GMP-3306-MONOMER	G1GMP-3306	Q8EBH2	transaldolase B TalB	TalB
G1GMP-355-MONOMER	G1GMP-355	Q8EJT7	inner membrane protein of unknown function DUF606	
G1GMP-4562-MONOMER	G1GMP-4562		hypothetical protein	
G1GMP-3839-MONOMER	G1GMP-3839	Q8E9V3	PilD processed protein	
G1GMP-3907-MONOMER	G1GMP-3907	Q8E9N7	glycerol kinase GlpK	GlpK
G1GMP-3380-MONOMER	G1GMP-3380	Q8EBA3	N-terminal BluF domain containing protein	
G1GMP-2232-MONOMER	G1GMP-2232	Q8EEE1	thiazole-phosphate synthase ThiG	ThiG
G1GMP-919-MONOMER	G1GMP-919	Q8EI60	transcriptional regulator LysR family	
G1GMP-650-MONOMER	G1GMP-650	Q8EIY9	Mu phage uncharacterized protein	
G1GMP-2524-MONOMER	G1GMP-2524	Q8EDK1	glutaredoxin GrxA	GrxA
G1GMP-151-MONOMER	G1GMP-151	Q8EKD1	heat shock protein HslR	HslR
G1GMP-1099-MONOMER	G1GMP-1099	Q8EHN0	putative periplasmic protein of unknown function DUF2271	
G1GMP-4255-MONOMER	G1GMP-4255	Q8E8Q5	aa3-type cytochrome c oxidase subunit II CoxB	CoxB
G1GMP-2019-MONOMER	G1GMP-2019	Q8EF02	diacylglycerol kinase DgkA	DgkA
G1GMP-1007-MONOMER	G1GMP-1007	Q8CX47	O-acetylhomoserine (thiol)-lyase MetY	MetY
G1GMP-783-MONOMER	G1GMP-783	Q8EIJ8	bifunctional periplasmic substrate binding protein/cytoplasmic diguanylate cyclase	
G1GMP-2085-MONOMER	G1GMP-2085	Q8EET4	bifunctional transcriptional repressor of amino acid efflux GntR family / aminotransferase	
G1GMP-2233-MONOMER	G1GMP-2233	Q8EEE0	sulphur carrier protein ThiS	ThiS
G1GMP-3513-MONOMER	G1GMP-3513	Q8EAV9	protein of unknown function DUF3626	
G1GMP-2955-MONOMER	G1GMP-2955	Q8ECG6	O-antigen biosynthesis glycosyl transferase family 4	
G1GMP-85-MONOMER	G1GMP-85	Q8EKK8	2,3-diketo-5-methylthio-1-phosphopentane phosphatase MtnC	MtnC
G1GMP-3643-MONOMER	G1GMP-3643	Q8EAH7	[FeFe] hydrogenase H-cluster radical SAM maturase HydE	HydE
G1GMP-3078-MONOMER	G1GMP-3078	Q8EC39	two component signal transduction system response regulator LuxR family	
G1GMP-4457-MONOMER	G1GMP-4457	Q8E873	toxin secretion, membrane fusion protein	
G1GMP-533-MONOMER	G1GMP-533	Q8EJA6	membrane protein	
G1GMP-3766-MONOMER	G1GMP-3766	Q8EA36	alternative ribosome-rescue factor ArfA	ArfA
G1GMP-2835-MONOMER	G1GMP-2835	Q8ECR9	cation:alanine/glycine transporter AGCS family	
G1GMP-4118-MONOMER	G1GMP-4118	Q8E935	carbohydrate kinase PfkB family	
G1GMP-3381-MONOMER	G1GMP-3381	Q8EBA2	predicted lipoprotein	
G1GMP-920-MONOMER	G1GMP-920	Q8EI59	periplasmic amidohydrolase 3 family protein	
G1GMP-4006-MONOMER	G1GMP-4006	Q8E9F3	predicted membrane protein	
G1GMP-2234-MONOMER	G1GMP-2234	Q8EED9	adenylyltransferase ThiF	ThiF
G1GMP-3213-MONOMER	G1GMP-3213	Q8EBQ8	nucleoside triphosphate pyrophosphohydrolase	
G1GMP-1954-MONOMER	G1GMP-1954	Q8EF63	chemotaxis signal transduction system MCP methyltransferase CheR	CheR
G1GMP-1602-MONOMER	G1GMP-1602	Q8EG61	tellurium ion resistance family protein	
G1GMP-1100-MONOMER	G1GMP-1100	Q8EHM9	putative periplasmic CbiK superfamily protein	
G1GMP-1221-MONOMER	G1GMP-1221	Q8EHA7	5-methylthioadenosine nucleosidase/S-adenosylhomocysteine nucleosidase MtnN	MtnN
G1GMP-1477-MONOMER	G1GMP-1477		SecY binding protein Syd	Syd
G1GMP-4563-MONOMER	G1GMP-4563	Q8E810	hypothetical protein	
G1GMP-2533-MONOMER	G1GMP-2533	Q8EDK0	TolA energy-transducing system periplasmic component YbgF	YbgF
G1GMP-213-MONOMER	G1GMP-213	Q8EK74	DNA-directed RNA polymerase beta subunit RpoB	RpoB
G1GMP-286-MONOMER	G1GMP-286	Q8EK10	10 TMS drug/metabolite efflux pump (DME) family	
G1GMP-2640-MONOMER	G1GMP-2640	Q8EDA5	putative solute:sodium symporter large subunit	
G1GMP-2235-MONOMER	G1GMP-2235	Q8EED8	bifunctional hydroxy-(phospho)methylpyrimidine kinase/thiamine-phosphate pyrophosphorylase ThiDE	
G1GMP-784-MONOMER	G1GMP-784	Q8EIJ7	translation elongation factor G FusA-like protein	
G1GMP-4119-MONOMER	G1GMP-4119	Q8E933	hypothetical protein	
G1GMP-489-MONOMER	G1GMP-489	Q8EJF1	hypothetical protein	
G1GMP-458-MONOMER	G1GMP-458	Q8EJI3	cytochrome c maturation system haem lyase subunit SirG	SirG
G1GMP-420-MONOMER	G1GMP-420	Q8EJM4	hypothetical protein	
G1GMP-4321-MONOMER	G1GMP-4321	Q8E8J0	2-amino-3-ketobutyrate coenzyme A ligase Kbl	Kbl
G1GMP-2701-MONOMER	G1GMP-2701	Q8ED42	multifunctional thioesterase/protease/lysophospholipase L1 TesA	TesA
G1GMP-14-MONOMER	G1GMP-14	Q8EKS6	glycyl-tRNA synthetase beta subunit GlyS	GlyS
G1GMP-1829-MONOMER	G1GMP-1829	Q8EFJ1	nicotinamide phosphoribosyltransferase NadV	NadV
G1GMP-1339-MONOMER	G1GMP-1339	Q8EGZ0	retinol acyltransferase domain protein	
G1GMP-2236-MONOMER	G1GMP-2236	Q8EED7	thiamin biosynthesis protein ThiC	ThiC
G1GMP-3514-MONOMER	G1GMP-3514	Q8EAV8	ATP-dependent RNA helicase RhlE	RhlE
G1GMP-2956-MONOMER	G1GMP-2956	Q8ECG5	formyltransferase domain protein	
G1GMP-2237-MONOMER	G1GMP-2237	Q8EED6	hypothetical protein	
G1GMP-1685-MONOMER	G1GMP-1685	Q8EFY1	ribosomal protein S5 p-alanine acetyltransferase RimJ	RimJ
G1GMP-1401-MONOMER	G1GMP-1401	Q7CCS5	ISSod1 transposase TnpA_ISSod1	TnpA
G1GMP-3644-MONOMER	G1GMP-3644	Q8EAH6	[FeFe] hydrogenase H-cluster maturation GTPase HydF	HydF
G1GMP-921-MONOMER	G1GMP-921	K4PSP3	peptide chain release factor 2 PrfB	PrfB
G1GMP-3079-MONOMER	G1GMP-3079	Q8EC38	two component signal transduction system hybrid histidine kinase	
G1GMP-1523-MONOMER	G1GMP-1523	Q8EGE9	3'(2'),5'-bisphosphate nucleotidase CysQ	CysQ
G1GMP-3767-MONOMER	G1GMP-3767	Q8EA34	ABC-type transport system substrate-binding component	
G1GMP-356-MONOMER	G1GMP-356	Q8EJT6	membrane protein of unknown function DUF606	
G1GMP-943-MONOMER	G1GMP-943	Q8EI33	NADH-ubiquinone oxidoreductase subunit F NuoF	NuoF
G1GMP-2836-MONOMER	G1GMP-2836	Q8ECR8	amidophosphoribosyltransferase PurF	PurF
G1GMP-2762-MONOMER	G1GMP-2762	Q8ECY4	Lambda phage uncharacterized protein	
G1GMP-1919-MONOMER	G1GMP-1919	Q8EF97	KDO 2-(lauroyl)-lipid IVA acyltransferase LpxM	LpxM
G1GMP-3382-MONOMER	G1GMP-3382	Q8EBA1	NADH-dependent hydroxypyruvate reductase HprA	HprA
G1GMP-4007-MONOMER	G1GMP-4007	Q8E9F2	protein of unknown function DUF1006 YcaQ	YcaQ
G1GMP-651-MONOMER	G1GMP-651	Q8EIY8	Mu phage uncharacterized protein	
G1GMP-1101-MONOMER	G1GMP-1101	Q8EHM8	transcription elongation factor GreA	GreA
G1GMP-2238-MONOMER	G1GMP-2238	Q8EED5	channel protein hemolysin III family subfamily YqfA	YqfA
G1GMP-3214-MONOMER	G1GMP-3214	Q8CMJ3	ISSod4 transposase TnpA_ISSod4	TnpA
G1GMP-785-MONOMER	G1GMP-785	Q8EIJ6	transcriptional regulator LysR family	
G1GMP-1222-MONOMER	G1GMP-1222	Q8EHA5	NADPH-dependent glutamate synthase small subunit GltD	GltD
G1GMP-1563-MONOMER	G1GMP-1563	Q8EGA6	transmembrane transcriptional regulator	
G1GMP-1638-MONOMER	G1GMP-1638	Q8EG23	cytoplasmic peptidyl-prolyl cis-trans isomerase PpiB	PpiB
G1GMP-1865-MONOMER	G1GMP-1865	Q8EFF0	esterase/lipase/thioesterase family protein	
G1GMP-3909-MONOMER	G1GMP-3909	Q8E9N6	outer membrane long-chain fatty acid receptor FadL family	
G1GMP-3840-MONOMER	G1GMP-3840	Q8E9V2	lysine-N-methylase FliUV	
G1GMP-2088-MONOMER	G1GMP-2088	Q8CLZ2	ISSod3 transposase TnpA_ISSod3	TnpA
G1GMP-2534-MONOMER	G1GMP-2534	Q8EDJ9	peptidoglycan-associated lipoprotein Pal	Pal
G1GMP-4458-MONOMER	G1GMP-4458	Q8E872	hypothetical protein	
G1GMP-2239-MONOMER	G1GMP-2239	Q8EED4	MutT/nudix family protein	
G1GMP-1933-MONOMER	G1GMP-1933	Q8EF84	putative outer membrane protein of unknown function DUF3570	
G1GMP-4564-MONOMER	G1GMP-4564	Q8CMB0	ISSod13, transposase	
G1GMP-118-MONOMER	G1GMP-118	Q8EKH2	small conductance mechanosensitive ion channel protein YbdG	YbdG
G1GMP-86-MONOMER	G1GMP-86	Q8EKK7	predicted inner membrane protein	
G1GMP-922-MONOMER	G1GMP-922	Q8EI58	lysyl-tRNA synthetase LysS	LysS
G1GMP-534-MONOMER	G1GMP-534	Q8EJA5	membrane protein	
G1GMP-2240-MONOMER	G1GMP-2240	Q8EED3	tRNA (adenine22-N1)-methyltransferase TrmK	TrmK
G1GMP-3515-MONOMER	G1GMP-3515	Q8EAV5	protein of unknown function DUF1814	
G1GMP-3383-MONOMER	G1GMP-3383	Q8EBA0	predicted outer membrane protein	
G1GMP-2957-MONOMER	G1GMP-2957	Q8ECG4	polysaccharide deacetylase	
G1GMP-652-MONOMER	G1GMP-652	Q8EIY7	Mu phage DNA adenine methylase Dam family	
G1GMP-1008-MONOMER	G1GMP-1008	Q8EHW6	integral membrane protein of unknown function DUF2339	
G1GMP-3645-MONOMER	G1GMP-3645	Q8EAH5	50S ribosomal protein L9 RplI	RplI
G1GMP-1732-MONOMER	G1GMP-1732	Q8EFT9	thioredoxin-dependent thiol peroxidase Bcp	Bcp
G1GMP-4120-MONOMER	G1GMP-4120	Q8E932	hypothetical protein	
G1GMP-3080-MONOMER	G1GMP-3080	Q8EC36	50S ribosome assembly GTPase Der	Der
G1GMP-3768-MONOMER	G1GMP-3768	Q8EA32	TonB-dependent receptor	
G1GMP-2020-MONOMER	G1GMP-2020	Q8EF01	DNA ligase ATP-dependent	
G1GMP-1102-MONOMER	G1GMP-1102	Q8EHM7	predicted extracytoplasmic protein	
G1GMP-2837-MONOMER	G1GMP-2837	Q8ECR7	colicin V production protein CvpA	CvpA
G1GMP-1444-MONOMER	G1GMP-1444	Q8EGN2	outer membrane protein YfaZ	YfaZ
G1GMP-4008-MONOMER	G1GMP-4008	Q8E9F1	hypothetical protein	
G1GMP-786-MONOMER	G1GMP-786	Q8EIJ5	hypothetical protein	
G1GMP-1748-MONOMER	G1GMP-1748	Q8EFS2	methylcrotonyl-CoA carboxylase biotin-binding subunit LiuD	LiuD
G1GMP-1223-MONOMER	G1GMP-1223	Q8EHA4	NADPH-dependent glutamate synthase large subunit GltB	GltB
G1GMP-2241-MONOMER	G1GMP-2241	Q8EED2	alpha-glucosidase SusB	SusB
G1GMP-287-MONOMER	G1GMP-287	Q8EK09	BON domain lipoprotein	
G1GMP-3215-MONOMER	G1GMP-3215	Q8CMI1	hypothetical protein	
G1GMP-15-MONOMER	G1GMP-15	Q8EKS5	glycyl-tRNA synthetase alpha subunit GlyQ	GlyQ
G1GMP-4256-MONOMER	G1GMP-4256	Q8E8Q4	aa3 type cytochrome c oxidase subunit I CoxA	CoxA
G1GMP-421-MONOMER	G1GMP-421	Q8EJM3	ImpA-like cell surface immunomodulating metalloprotease	
G1GMP-2641-MONOMER	G1GMP-2641	Q8EDA4	putative solute:sodium symporter small subunit	
G1GMP-2535-MONOMER	G1GMP-2535	Q8EDJ8	TonB biopolymer transport system periplasmic component TolB	TolB
G1GMP-4121-MONOMER	G1GMP-4121	Q8E931	2OG-Fe(II) oxygenase family protein	
G1GMP-1340-MONOMER	G1GMP-1340	Q8EGY9	site-specific recombinase phage integrase family	
G1GMP-214-MONOMER	G1GMP-214	Q8EK73	DNA-directed RNA polymerase beta' subunit RpoC	RpoC
G1GMP-4322-MONOMER	G1GMP-4322	Q8E8I9	transcriptional regulator TetR family	
G1GMP-923-MONOMER	G1GMP-923	Q8EI56	lipoprotein of unknown function DUF2846	
G1GMP-1900-MONOMER	G1GMP-1900	Q8EFB6	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase HisIE	
G1GMP-2702-MONOMER	G1GMP-2702	Q8ED41	protein of unknown function DUF3083	
G1GMP-2242-MONOMER	G1GMP-2242	Q8EED1	SAM-dependent methyltransferase	
G1GMP-1792-MONOMER	G1GMP-1792	Q8EFM6	2OG-Fe(II) oxygenase family protein	
G1GMP-4460-MONOMER	G1GMP-4460	Q7CCS5	ISSod1, transposase OrfA	
G1GMP-3307-MONOMER	G1GMP-3307	Q8EBH1	glucose-6-phosphate isomerase Pgi	Pgi
G1GMP-357-MONOMER	G1GMP-357	Q8EJT5	5' nucleotide phosphatase YjjG	YjjG
G1GMP-2243-MONOMER	G1GMP-2243	Q8EED0	alcohol dehydrogenase zinc-containing	
G1GMP-3769-MONOMER	G1GMP-3769	Q8EA31	microcin-processing peptidase TldE	TldE
G1GMP-3516-MONOMER	G1GMP-3516	Q8EAV4	hypothetical protein	
G1GMP-3384-MONOMER	G1GMP-3384	Q8EB99	DnaK co-chaperone DjlA	DjlA
G1GMP-2958-MONOMER	G1GMP-2958	Q8ECG3	O-antigen polymerase Wzy	Wzy
G1GMP-1402-MONOMER	G1GMP-1402	Q8EGS6	L-lactate dehydrogenase complex protein LldG	LldG
G1GMP-3646-MONOMER	G1GMP-3646	Q8EAH4	30S ribosomal protein S18 RpsR	RpsR
G1GMP-3275-MONOMER	G1GMP-3275	Q8EBK2	SapC family protein	
G1GMP-4565-MONOMER	G1GMP-4565	Q0KHM2	transcriptional regulator	
G1GMP-2763-MONOMER	G1GMP-2763	Q8ECY3	Lambda phage phage regulatory protein CII	
G1GMP-787-MONOMER	G1GMP-787	Q8EIJ4	periplasmic nitrate reductase cytochrome c subunit NapB	NapB
G1GMP-3081-MONOMER	G1GMP-3081	Q8EC35	beta barrel protein translocation lipoprotein component BamB	BamB
G1GMP-1224-MONOMER	G1GMP-1224	Q8EHA3	radical SAM superfamily protein YhcC	YhcC
G1GMP-653-MONOMER	G1GMP-653	Q8EIY6	hypothetical protein	
G1GMP-152-MONOMER	G1GMP-152	Q8EKD0	T2aSS secretion system protein GspC	GspC
G1GMP-1103-MONOMER	G1GMP-1103	Q8EHM6	preprotein translocase subunit SecD	SecD
G1GMP-2838-MONOMER	G1GMP-2838	Q8ECR6	cell divison protein DedD	DedD
G1GMP-2089-MONOMER	G1GMP-2089	Q8EET2	sulfate transporter SulP family	
G1GMP-4009-MONOMER	G1GMP-4009	Q8E9F0	membrane protein CreD	CreD
G1GMP-2244-MONOMER	G1GMP-2244	Q8EEC9	NAD(P)H:flavin oxidoreductase Sye2	
G1GMP-3218-MONOMER	G1GMP-3218	Q8CMC3	protein of unknown function DUF1568	
G1GMP-87-MONOMER	G1GMP-87	Q8EKK6	predicted membrane protein	
G1GMP-4122-MONOMER	G1GMP-4122	Q8E929	protein of unknown function DUF323	
